Index,comments
1647,ok ok 2 thousands dislikes I thought I was the only one
1648,What's with all the self segregation?
1649,Wait I’m confused why is everyone mad in the comments??? (no hate to the ppl in the comments i actually have no idea)
1650,Always crying wahhhhh wahhhhh ww victims
1651,Nike sponsors Victim Olympics.
1652,I'm just here for the comments.
1653,"Level the playing field?  So what, they want less black women in sports or something?"
1654,"So, no trans in Black Women's sports?"
1655,Title correction we play for pooh
1656,Dont know why being a black woman is so important. Enough of this nonsense. Your accomplishments are more important than your race. Should we celebrate people for having eyebrows next? How about people with large feet?
1657,Just think of the little Chinese children
1658,"Great at sports, but can't figure out how to use the internet..."
1659,"Funny because men are biologically built different, so how is allowing biological men playing in women’s sports leveling the playing field for biological women? Sorry, just “following the science” here."
1660,@via shaw Using an overused buzzword is not in and of itself an argument.
1661,@via shaw As Too You Bro lm SORRY But VardaoftheStars An Xoxo Absolutely Correct To A Degree Why Because l do To Work In Science An Sports Understanding Biology Of The Body But I Suggest That You Should Get Back Up On Your Studies Be Cool Bro!
1662,"@via shaw you need to learn anatomy and physiology. Men and women, are built biologically different - from muscle structure, bone structure, and even where fat is located. How many women can even reach a height of 7ft? Cause theres not many out there in comparison to men. It’s basic ‘science’ and you people think hormone replacers will change the biological structures in people. God you people are beyond dumb. This is why we shouldn’t let liberals teach in schools. They’d rather teach politics than actual PROVEN MEDICAL science"
1663,@via shaw oh jesus christ. Surgery doesn’t change your muscle structure. Dear God please take basic biology again. This is the problem with you all - you say “follow the science” until it actually matters! Hormones have 0 to do with how men can dominate womens sports. You literal child
1664,Ever heard of surgery? They can change their body using hormone don't be a transphobe
1665,Boycott nike and their sweatshop products
1666,Have black ppl not been dominating in pretty much every sport for the past 60 years? I’m confused.
1667,What is the background song?
1668,How about we all get shoes instead of just black women? This ruined Nike for me.
1669,YouTube lol yeah slavery is okay
1670,@AlexofAwesome Yes
1671,"It’s fine as long as it conforms to their opinions so they don’t have to see us little people. Why do you think they’re so obsessed with making everyone who disagrees out to be a bot, troll, or bigot."
1672,Does anybody know the font that is used?
1673,Never had a pair of Nikes...never will.... I simply do not support slavery.
1674,What is the song playing underneath?  It's making me crazy!!!
1675,"@Paul Mollan Just curious, is that what happened when you tried it?  Because I found the song by playing this video on my iPad and using Shazam on my phone.   I guess it's hit or miss whether or not it picks it up."
1676,@Two Pyramid BTW Shazam only recognizes the commercial not the tune within.
1677,@Two Pyramid Thank you!!!  It was making me crazy!
1678,"Ramsey Lewis - Les FleurBy the way, if you like finding out about songs, give the Shazam app a try."
1679,Strong woman! STRONG BLACK WOMAN!
1680,We play real. Real bad
1681,An ad nobody asked for from a company that makes it's products in China.
1682,"What is the original song playing in the background ? It’s. 70s song , I thought it was tina turner"
1683,Man.... what's that song playing???
1684,What song is this? I’ve heard it before.. sounds like Dionne Warwick but I can’t place it. HELP! 
1685,Where are all Hispanics at we of color too
1686,These comments tho.
1687,Based comments.
1688,Guess no other race of women matter compared to Nike 
1689,I love the CCP!
1690,@Armed Disks am I wrong?
1691,China is dope tho. They do what’s best for business
1692,cool
1693,So at what point have we worshipped them enough? Equal rights were achieved long ago. We had a black president. The demand for racism now GREATLY exceeds the supply.
1694,"“You think history just made it self nah baby this ain’t magic this,this is the real thing” that’s sounds like someone who is strong and brave would say "
1695,"Black trans lives matter.. Give me a break.  This newage ""woke"", pc, corny society we live in is annoying. I bet there's knucklehead people out there who think trans athletes who were once men, should be able to compete against real women."
1696,Don't buy nikes they fall apart or they just aren't what they used to be
1697,Un-be-weave-able.
1698,"The best player in the WNBA, player isn't t better than the worse male college basketball player"
1699,"uh level the playing field for Asian Basketball players,for Jewish Hairbraidersfor more Mexican Running backs in football ,intergnder , MMA BOXING ,NFL"
1700,Yeah cause if there is one thing in sports is not enough black women
1701,What's funny to me is most of the professional athletes are democratic and now women has to compete against men how did y'all look like y'all was government
1702,What song is in the background. Reminds me of the movie US
1703,Minnie Riperton - “Les Fleurs”Played right before and into credits
1704,Not enough womxn representation
1705,Hope those kids in the camps in China play real
1706,U play real but women sports dont generate enough revenue to pay well then blame men wen its women that dont support women sports that are responsible for them not generating women support urself before u blame others
1707,This vid has more dislikes than likes
1708,We play real.CRAPPY
1709,Nice pandering
1710,How about not letting men play in women sports. Lmao.
1711,Where is a video for all women? The day before international women's day let's post a video about black women... This is not inclusive.
1712,Adda quickly finds out
1713,I came here for the comments and I was not disappointed.
1714,"I thought women and blacks already fought for their rights decades ago? I don't know why I do, but I sense an entitled mentality behind this ad."
1715,"It’s funny how every commercial has to have a black person in it, it’s funny how all these companies are acting like they care about black peoples to make sales ! I stopped buying over priced Nike products years ago !"
1716,"If the playing field were ever truly equal the WNBA wouldn't exist being that they don't, and have never, made a profit. It is financially supported by the NBA... If we are being completely honest you would be hard pressed to find a female league that is equal to, if not supported by, it's male counter part... Stop it Nike... ""Level playing fields"" would all but end professional women sports."
1717,Just black women......?
1718,These comments are so racist it’s ridiculous. If you’re not standing with black women what did you even watch this video for??? Pls stay mad & we’ll stay magical 
1719,"What a nice low IQ, where did you get it? "
1720,"Careful, your insecurities are showing... "
1721,@dev literally nothing but fan behavior!!
1722,Exactly. They hate black women but are the first ones commenting on the videos... fan behavior if you ask me lmao
1723,@Balkan babo @Sleepy Make sure you both wear your white hoods in public and not just in the YouTube comments 
1724,MMMMHMMM U TELL DEM SISTA WE IZZZ MAGIKALLLL OOOOH GIRL LET ME TELL YOUUU 
1725,It’s almost like big corporations actually don’t care about peoples problems or actual equality and are just worried about making money.
1726,I hate that my favorite Ramsey Lewis' song was used in this... smh
1727,"Black women are given the opportunity in the limelight. Plus, why not shine a light on the fact that you all paying Chinese people a penny a day for your shoes"
1728,Another reason I do no support Nike.
1729,Talk to your buddy Biden about level playing fields.
1730,Why are they saying level the playing field. 95% of the WNBA is black. The playing field needs to be leveled for other races.
1731,@Camille Fajardo It took me a while to figure it out too. Was bugging me!
1732,U are literally the best!!! That little tune was stuck in my head and I’ve been searching everywhere for the name. Ur a god send)
1733,That __ thing. Thousand likes and I’ll fill in the blank
1734,Do you sell mens shoes?
1735,Haha!! What nonsense. Who the the hell wears Nikes besides “peaceful protesters”.
1736,I wonder what the real ratio is. 11M views but only 7K reacts? Yeah right......
1737,When Nike supported Colin is that what pissed you people off. Stop complaining
1738,Are you all worried about the sweatshops that you keep speaking of when you buy your new pair of Jordans? Smh. I just think people are made that Joke is acknowledging these women in a positive manner. Very few people/organizations show black women in a positive light. Smh.
1739,"Nice low IQ by the way, where did you get it? "
1740,Nike hires africans for their commercials because the job doesn't require thinking 
1741,"China is known for human rights violations. Black peoples in America are fine. Stop complaining, that or go to Africa and see how they treat you there"
1742,Get out of Lala Land Nike. Just make shoes nobody asked for your beliefs.
1743,Does anyone know who is the woman narrating this? Her voice is so beautiful.
1744,A low-key mockery of black women !!!
1745,All y’all sayin sweat shop shoes but y’all know u got a pair of nikes at the crib. And ur just saying negative stuff just to cause problems. Do u really look at a shoe and say a Chinese sweat shop worker made that? Or do u buy it without making a second thought? Either way I doesn’t matter.
1746,"I hate that nike approves of cultural appropriations...name me one black sport we still play today? Thats right, zero."
1747,People having sympathy for China yet they the same ones who tried to blame blacks for covid and kept them out of business and beat them. But y’all worried about them making shoes while y’all wearing clothing from companies where the clothes were made in China or Vietnam under the same conditions? Get y’all priorities right
1748,Genuinely disgusting.
1749,"Wow, it's funny because YouTube comments never cease to disappointment and amaze me, whether it be racism, sexism, homophobia, transphobia or anti semitism.  It's always somehow there and albeit sad it's entertaining to read the ramblings of hateful people"
1750,"Oh crap, we got a live one here."
1751,Pardon me if I don’t give a $&@% about your approbation of my view regarding Nike’s absurd attempt at virtue signaling about “leveling the playing field” when they’re siding with an agenda that allows biological males to dominate women’s sports.
1752,"@Bill Kekler I mean that's because inclusive and ads that show support generate the best pr. You do realize that corporations only care about money right?  Like they don't actually care either way about people.  It's just that we now live in a society where people like the idea of people being treated equal. As for the media, they just like sensationalism and division but they don't care either..However judging by your profile picture and comment, I have a feeling that you think this is all about a big agenda created by group j to take down group w right?  And one of the ways they do that is through feminism and the LGBTQ+?"
1753,@TCT I know what it means but I don't see how it's something you criticized me over?
1754,"@ACE CLOP They get this pandering all year. It was also America that freed them. Historically blacks have never been better. They have every big corporation, all media, and the mentality unhinged behind them all because they are 'oppressed'."
1755,@xoxo That's not how that works but ok
1756,@Bill Kekler That's mainly because historical in America they haven't been treated the best and you can call this type of ad cringey pandering but it's not exclusive because it's not putting anyone down it's just giving praise to an underrepresented minority during women's history Month
1757,@TCT What does that mean?
1758,@ACE CLOP you are a child and you don’t realize that allowing men in womens sports destroys the entire point of womens sports. I’m not going to argue with a child because clearly you’re under the delusion of wokeism. I hope you grow up and grow some brain cells while you’re at it.
1759,"@ACE CLOP This isn't inclusivity. This is black superiority. I don't see any other race, be it Irish, Russian, or Korean. There is a complete lack in diversity and inclusion in all media."
1760,"@xoxo I mean, I'm pretty sure most people don't care one way or another however the only people who take offense and get triggered over it are people who were already hateful.  Like most normal people will look at this and think &quot; That's kool, I guess &quot; and then go on about their day however the people who get mad over this and then go out of their way to complain about how society is changing are the people who too invested. Also ironically enough these types of comments are the reason for these commercials in the first place. I mean, I'm not really sure what your problem with inclusivitiy is though?"
1761,"Maybe it’s because all of you snowflakes don’t live in the real world, and if you did youd realize that NO ONE SUPPORTS THIS, except for the twitter echo chamber of “all inclusitivioty” until it means there’s only one group left."
1762,Just here to give my thumbs down
1763,What about China?
1764,CRINGE
1765,whether your white black green red orange yellowwe can all agree this commercial sucks
1766,How about no thanks
1767,You also play Chinese sweatshop simulator
1768,Why y'all put the WNBA in here... deadass ..
1769,To show how “woke” they are.
1770,Wait till the men show up! Thanks creepy JOE!
1771,Jesus loves everyone
1772,When is that Uighur commercial gonna drop?
1773,LOL the dislikes
1774,I think Martin Luther King would be disappointed
1775,"Nike is literally one of the worst companies out there for human rights, but ok."
1776,Scroo Nike and child labor
1777,Born male
1778,This is racist where is asian and white players at ?
1779,"Naomi Osaka is asian well half, but shes definitely not black."
1780,@James Jones ancient Egyptians were not white.
1781,@Juice J How do you know I was born in the wrong era? And how do you know this is a good era ?
1782,@Duka & Gjini Which is why I didn't use the term race goofball !! I specifically said ethnicities which would refer to the far more abundant ethnic groups tht are in this world.
1783,@J A B I only know three races white black and Asian that exist in this world and we have two genders male and female
1784,Are those the only other 2 ethnicities tht make up this planet?? Like why does everybody keep saying tht?
1785,They only want to promote the transgender narrative to the black population. That's what this was really about.
1786,So black women can’t have the spotlight for once
1787,@James Jones didn't White's take a whole Black Continent for themselves? Or how about Apartheid in South Africa.. 
1788,"@bo gard yep, black Egyptians used slaves to build the pyramids."
1789,"Lmao so blks cant have 1 commercial in America? Y'all whitewashed everything. I've seen movies about Egypt starring white ppl. Or how about white Jesus? ""How dare they make 1 commercial celebrating blk women, now back to my all white commercials"""
1790,fo years whites females got praise for black females work.. begolli u was just Born in the wrong era 
1791,@Evan Petelle They have succeeded tho.
1792,"@Dogmeat oh I forgot, I’ve never seen a black female athlete succeed Gtfo & stop taking the bait that is division."
1793,In the spotlight already
1794,Kneel b4 us white people
1795,"If this is for Black Woman, why is there a man in this commercial competing?  HE is destroying all of the WOMAN in the event, yup that's fair! 0025"
1796,What song is this
1797,That racial fetishism is absolute cringe
1798,No one This comment section How about those Chinese sweatshops Nike?
1799,"@Succaroni and Cheese, no one asked for your comment."
1800,@ShadowReaper2006 Here’s one for you No one asked for your opinion
1801,The “No one” in memes is useless.
1802,What about the sweat shops this ad is a joke
1803,Comments open. Just. Do. It....
1804,These slogans don't mean anything .
1805,You missed bhm
1806,Trans women....reversing all that progress for biological women.
1807,Sweat factory!! Never buy
1808,More dislikes than likes... hmmm... I wonder who is behind this ad...
1809,y'all are mean for no reason
1810,@jupiter ...because Nike has back an agenda of letting biological male dominate women’s sports.  This is the opposite of “leveling the playing field”.
1811,@Embrace Masculinity I know it isn't rainbows and shine but why are they being so hateful on this video in particular.
1812,"It’s not being mean, it’s telling the truth. Life isn’t sunshine and rainbows, honey."
1813,"If you could magically make things float, maybe we’d see more dunking in the WNBA..."
1814,"How do you level the playing field for women if Men can compete against women ,in women’s sports now? Also I didn’t know that blacks were the only people that played sports?? Rascist commercial if I’ve ever seen one"
1815,@matthew price yes we did black women used to not be able to play sports
1816,"@cyberbutterfly Ppppffffttt That is how you're going to start a conversation, with the pathetic race card? Truly you feel entitled. Carry on.."
1817,"""Blacks"" you mean black people we are people that's how I know your racist right there you mind as well have said a slur"
1818,@PraiseTheAlmightyGod are you racist you seem to be against anything about black people
1819,@J A B it’s March now
1820,@bo gard Giving anyone praises in general is disgusting. Especially to people that beg to be pandered too.Nice try on using religion for bait though. Extremely pathetic to bring it to any conversation.
1821,@PraiseTheAlmightyGod lmao so giving blk women praise is disgusting? That's so Christian of you
1822,@J A B  https//youtu.be/M5uYCWVfuPQYou you like oppressing women. Hahahahahahahaha!!!!
1823,@PraiseTheAlmightyGod Thxxx have a nice daaaayy !!
1824,"Well ig ""good day"" to everyone in the comment section !!!!!"
1825,@J A B Robot
1826,@PraiseTheAlmightyGod !!!
1827,@PraiseTheAlmightyGod N just for the record you brought yourself here when you felt the need to make the initial comment tht started this js...  But convo over ig.
1828,"@J A B Disgusting pandering. Done here, good day."
1829,@PraiseTheAlmightyGod But you can reply to others?? Okay .
1830,@PraiseTheAlmightyGod Oh...
1831,@matthew price And are we talking about who made AMERICA or those who had an impact (significantly)??
1832,"@via shaw Don't reply to me, and don't bring me back to this video ever again. This disgusting pandering has to stop one day."
1833,@PraiseTheAlmightyGod I just don't understand your point is all !! BUUUUT I'm pretty sure what I just did there was make an opinionated statement which you were also quick to judge/ add your 2 cents ... The hypocrisy !!
1834,@J A B they didn’t change the game America was built on the backs of rich white men such as our president.
1835,@PraiseTheAlmightyGod you too
1836,"@J A B Are you a robot, you seem to be really against people opinions on how they feel about this pandering."
1837,Ever heard of Black History Month?? Literacy JUST passed... Tht whooole month ppl usually see commercials n other things JUST like THIS!! Ig it's not in season anymore to pay respect to some of the African American ppl who changed the game smh kmsl .
1838,May get a gift Its gonna be my birthday also I can be your Turkey Model
1839,We have went so Woke that these feminists athletes are now posting pictures of their period on their Instagram stories
1840,Western civilization is dead.
1841,Omg you human beings in the comments section are pitiful. Y’all really know how to make a negative from a positive  there’s no hope for you
1842,"What a nice low IQ, where did you get it"
1843,004 you'll float too
1844,What’s the name of the song?
1845,Might recognize it from the end of “US.” Took me about an hour before finding it lol
1846,Where are the men? Do you hate them?
1847,WE PLAY REAL..... BORINGLY and SLOW and STIFF
1848,Who is the women at 035
1849,Jesus and God is alive and love you repent
1850,Jesus and God is alive and love you repent
1851,New Balance is better anyway
1852,I came here for the comments
1853,New Nike stuff that is Dry?  https//www.youtube.com/watch?v=mJiEEXyzlH8
1854,Blacks everywhere....over exactraction
1855,"The only way to Heaven is to be born again by saying out loud &quot;Jesus is Lord&quot; and believing in ur heart that God rose Him from the dead then you must live for Him i suggest getting baptized, repenting(asking for forgiveness of your sins and making a radical turn from ur sin), fasting (doesnt have to be from food), evangelizing(spreading the Gospel), praying, and reading the Bible. God and Jesus love all of you hmu with any questions have a good day God bless good works dont get u to Heaven God's grace does John 316Colossians 26Romans 109"
1856,Nike is complete trash
1857,Did everyone just come here to talk about Chinese kids? Bruh y’all missing the point of the video smh
1858,In my opinion only woman’s Tennis is the only sustainable woman’s sport that can bank roll itself. The MLB didn’t want to have to pay for another league to stay afloat so that’s why there’s no WMLB
1859,JB46 just ruined women’s sports but you all voted for that Progress. Ironic
1860,045 thats a man in a wig
1861,Can we stop the period pictures on your guy’s instagrams it’s getting disgusting
1862,"@hiolivia it’s disgusting people are making memes all about it, like we get your a woman but nobody wants to see that"
1863,she that female throw up the devil horns 17 sec
1864,No thanks.
1865,"l could be wrong, but don’t African Americans make up the majority of professional sports? I’ve also heard Nike uses sweatshops but I haven’t looked into they"
1866,CHINA
1867,"Black and and white people are the same, stop trying to divide."
1868,Are you telling me my children aren't competitive on their own and they need the field leveled for them? So disrespectful.
1869,Surprised they didn't disable comments...
1870,They surely will soon enough.
1871,Woman moment....
1872,Block block and block block and report
1873,God they are least attractive group ever
1874,Every black male I know have one thing in common.... their girlfriend isn't black.
1875,So 1 blk man? Didn't know he represents all blks
1876,Is that a dude at 026??
1877,@J A B and as you see it’s still nit even close in the race.  When a man goes through puberty it’s never even close to the same thing.  Bone density skeletal muscle is way higher.  And their levels of Test is stil more than 5X the average. Eventually there will be entire teams of these and not a real woman in sight.  If the imagery switch does level the playing field the why are there NO woman-men winning sports?  It’s insane to think this is ok
1878,"@Flo- Pride She actually got a procedure done to lower her testosterone levels below what a Male typically has and was actually doing not as well bc of it.. Quite a few ppl like her have done the same or just retired all together, but it's whatever... You all have a GREAT night !!"
1879,@Gaming_SportsAaron 13 nope it’s a dude. Growing your hair out doesn’t make you a chick.
1880,"@J A B No, it’s still a Dude.  DNA says different.  “HE” and others will be the destruction of women sports. Look at how far he is from the real women."
1881,@Flo- Pride no it’s a girl you see the hair in the back yea it’s a girl they don’t have to always look like a girl by their breast ok.
1882,@Flo- Pride Okay so it's actually Caster Semenya.. Who transitioned from Male to FEMALE sooo technically speaking she is indeed a Woman not a Dude.
1883,@Flo- Pride I still don't think it's a guy tho ...
1884,"@Flo- Pride I jus knew tht they mentioned she'd been part of the making of the whole ""We Play Real"" thing so I just assumed it must be her, but tht clip in the vid is def way older & def isn't heeeerrr .. Whoops !!"
1885,Nvm that's DEFINITELY not heeerrr !!! I'm tweeeeaaking .. Well pal you tell me!
1886,@Flo- Pride I'm pretty sure it's Sha'Carri Richardson.. I think .
1887,@J A B who is that then?
1888,He probably just joined the women’s team so now he’s considered a woman. That’s how messed up our country is
1889,I thought so too
1890,Wouldn’t be surprised at this point. That’s sad for me to say.
1891,Thash 
1892,nah wtf is this comment section
1893,It is called cynicism.
1894,@Peter113 he's telling it how it is right now smartass
1895,@Embrace Masculinity FIRST THEY CAME By Martin NiemöllerFirst they came for the Communists And I did not speak outBecause I was not a Communist Then they came for the Socialists And I did not speak outBecause I was not a SocialistThen they came for the trade unionists And I did not speak outBecause I was not a trade unionist Then they came for the JewsAnd I did not speak outBecause I was not a JewThen they came for meAnd there was no one leftTo speak out for me.
1896,"@Embrace Masculinity What do you mean by “now it’s against white people”. Are you implying racism was only acceptable when it was against a certain race? Racism is bad period. You shouldn’t only care about racism when it’s effecting your own kind. You’re part of the problem. Keep that same energy when people are disrespecting Asians, Natives, Blacks, etc.. and maybe more people will show you some damn consideration. Who the hell do you think you’re? Why are you entitled to more thought compassion than everyone else?"
1897,"@Peter113 No you’re right. Racism does exist, but not against black people, it’s now against white people."
1898,"It’s full of truth, that’s what it is. You’ve been living in a bubble for so long that you’re scared of opposing opinions."
1899,@bo gard And people still claim racism doesn’t exist!!
1900,No fr this is so racist
1901,You mean no White people ;)
1902,Yo February is already over
1903,@J A B LMAO AND YOU OVER HERE NOW CRYING ABOUT A DAY LMAOOOO
1904,"@J A B Columbus was one of many conquistadors of that time. No country exists today that was not taken over by use of excessive force. If we had not expanded west than someone else would of, most likely Spain. Spain would have done the exact same thing if not worse. The west has created most of the modern technology we use today, besides from Germany.... they can be innovative. I celebrate Columbus Day because without him America wouldn’t have existed. He was a tough guy and he stood his ground on a land full of savages. If you think you can go back in time and tell him he was racial profiling then your an idiot."
1905,@Dogmeat Or do they ever think about how Blk History Month is the shortest month in the year??
1906,"@1911 And what about the story behind Thanksgiving? Everyone keeps bragging about how white ppl built America & hard work pays off, but what about the ppl tht actually did the hard work? Slaves & ppl native to said land tht white ppl ""built"".. Js..."
1907,@Dogmeat What about the Irish treatment in New York or how New Yorkers actively discriminated against Israelites?
1908,@1911 And when did I eeever state tht blk ppl couldn't celebrate Xmas or any other holiday?
1909,@1911 Columbus?
1910,@Gaming_SportsAaron 13 white people have a year? Wtf are you talking about. The way it IS is every month is normal except for February when you get your recognition that you apparently want and need so desperately and blm ooohhh yayyy burn loot destroy good yes
1911,@J A B Yeah yeah yeah white privileged my ass. Being white hasn’t done a damn thing for me. Wdym white people have holidays year round? Black people cant celebrate Christmas now?
1912,@Mike J Tht's ppl's problem they wanna confine Black recognition to one month!! Did anybody care to realize that Black History Month is the shortest month out of the whoooole year??? Like Black ppl can't have too much shine bc that's a problem even tho society/the white man has suppressed them for years?
1913,@1911 Schools teaching about Black History is coming to be less heard of in recent years.. I for one can say tht when I was in school the most we heard about black history was during slavery.
1914,@1911 White ppl have holidays year round AND white privilege what more is there to give?
1915,"@1911 These fools will never get it.. No point in even trying lol.. its funny and pathetic, though"
1916,@Voxy Blog Do we praise George Washington for leading our county though the revolution or do we praise him because he is white? Now do we praise George Floyd for putting a gun to a woman’s unborn child or do we praise him because he’s black?
1917,@1911 “white history month” is like everyday every year learn it in school more than anything else YALL literally get praised like black women have a moment then it’ll be back to y’all damn
1918,"@Dogmeat Really? They only teach about white people? That’s a load of garbage, schools teach about African Americans during the revolution, civil war, they learn about MLK, Langston Hughes, the Harlem renaissance, and figures like Harriet Tubman ext. I watched Glory when I was in history class, the movie about a black regiment during the civil war. Schools should teach kids about important figures in general. They have been though recently in this new revolution of wokeness we separate black history from white history and we divide ourselves even if the goal is too unite. Morgan freeman said it best black history is American history, and schools are not teaching their kids about Thomas Jefferson just because he is white."
1919,@Mike J white people don’t have a month they have a year and us black people only have a month
1920,@Mike J why are you so racist
1921,And black history is all year blm 
1922,"@via shaw No they certainly didn't. That was white people, y'all are just envious of us because we went to wars and died to make this country. None of the founding fathers or pioneers were black."
1923,@1911 white history month is literally every month. In school they teach you about white people every day. You ever think about that?
1924,"@via shaw Can we have a white history month to give recognition to the white people who built this country? Oh we can’t, because that would be racist. See the irony here?"
1925,"@J A B thats all, folks!"
1926,@via shaw you did..ya month is over now..foh
1927,And? Valck people built this country we can have some recognition
1928,THIS AD IS RACIST!
1929,Very racist
1930,Black black black black black......stop with the victimhood mentality
1931,@draft kingo it's annoying to see black people constantly acting like helpless victims. Poisoned culture
1932,awww someone mad
1933,Black people live in their own la la land
1934,Spot on
1935,"@Ready set React thats because half of the white race believes in white guilt which is pathetic. It goes deeper than the ""media"" the root cause is ""education"" mainly ""public education"""
1936,@Ooga Booga there are also a good amount of white blm supporters. They are just mislead by the media
1937,@Ready set React which is still the majority of their race soo....
1938,"Not all black people, only Black Lives Matter supporters"
1939,What about a white Nike commercial?
1940,Pandering and presumptuous
1941,Mighty pup toys video
1942,These comments are all hate Nike it’s not to late to delete this shitpost
1943,"The racism in the comment section, the passive aggression towards REAL representation just shows why we need stuff like this. I cried when i first saw this commercial and i knew that there would be backlash like this. Also, y'all don't care about the injustices happening in foreign countries, if you did you would be striking these big corporations for those reasons not because they have black people and women in their commercials."
1944,Who is the soccer player they show doing the fake.
1945,Way to put every other race down lol
1946,"@cyberbutterfly Blind sheep, stay separating us lol"
1947,I literally just say an ad for a Clorox commercial with an Asian man and said the same thing!! Like so racist 
1948,Explain how-
1949,"""How dare they make 1 commercial celebrating blk women? Now back to my all white commercials"" lmao"
1950,How is this putting them down literally just say you hate black women
1951,Nike is trash! Adidas is better
1952,Kb on the
1953,Nike is the worst ever
1954,This is racist
1955,@Bill Kekler But does tht make it racist?? It's just showcasing the achievements of African American ppl just as other commercials/ads do for other races..  And it was just Black History Month so maybe something to do w/ tht.
1956,@Bill Kekler Fix black ppl's problems 4 them how?
1957,@Bill Kekler Other way around pal -_- ..
1958,"Yes, they do get represented, but it's unproportional and in a negative way. I almost never see Asian people in advertisements despite them being six percent of the population, half of black people, yet I see mostly black people in advertisements. When I do see white people they're usually just a background character or used as a joke, especially the men."
1959,@Bill Kekler yea because white people ain’t like black people dummy
1960,@Bill Kekler Asian and whites get represented whites most of all get represented way more than POC’s your point is
1961,"@Gaming_SportsAaron 13 Yes y'all did and white people had to fix that for y'all too because you couldn't fix your own problems. Adding onto that, America was a predominantly white country, and a great one at that, so you would ofcourse see mostly white people. There were more white actors and it was proportional to the population."
1962,@Bill Kekler white people did us like this back in the day and Asians and did we have a problem?
1963,"@bo gard It depends on context. This advertisement is airing in America, therefore I can assume that it takes place there. Blacks make about thirteen percent of the population, yet one hundred percent of the people here are black. That's over representation. If this was a documentary about Africa or another mostly black area, that would make sense. There's the problem."
1964,"@Bill Kekler lmao with that logic then all the commercials, TV shows and movies with only white ppl are racist, right?"
1965,Your racist because you hate black women
1966,"@J A B Notice the complete lack of white people and asians in general. I see no Irish man, Russian, or American. There are zero Koreans, vietnamese, or Iranians. I didn't even see a single Kekistani, a super minority! This video makes everything about the blacks and leaves everyone else out. Not very inclusive, don't you say?"
1967,"Stupid racist commercials, this is ridiculous and hypocritical, absolutely racist"
1968,sshaddup...thumbs down
1969,Where's the White people?
1970,Working
1971,Cringe
1972,Third
1973,Its ok because they are black and women
1974,@Voxy Blog They have been having a “moment” for almost half a year now.
1975,What black women can’t have a moment
1976,Ccp founded
1977,I wrote MAGA OR TRUMP 2024 on all my Nike shoes
1978,"Where are the other athletes besides black, Nike is so racist, cancel nike"
1979,Why are y’all so mad and racist
1980,@Omar Jones this man is just bitter asf
1981,@I like LeBron James no it’s not bro wtf
1982,@I like LeBron James no it dosent that how you took it..sad
1983,We’re not racist the ad is. It’s trying to say that black women have something better than everyone else
1984,"Speaks mangled English. No engineers, surgeons or scientists shown. And of course, it's all somebody else's fault. You go, grrrrrl."
1985,@Curly Tells Oh snap! He dropped big facts and you got nothin! Truth hurts
1986,@Curly Tells My white friends are already well aware of it. Pity your black friends aren't.
1987,@John Koenig seems like you have a lot to say  tell that bs to your white friends lmaooooooooo
1988,"@Curly Tells They don't seem to matter much to fellow black people, dear. You're killing yourselves wholesale. The biggest threat to black America isn't some moron wearing a white sheet with a pointy hat on his pointy head, it's some Fitty-cent wannabe brandishing his &quot;nine&quot; sideways. Black America is self-destructing. A black student who excels academically risks being  reviled and abused for &quot;acting white&quot;. The illegitimacy rate tops 70%. Millions of little boys are being raised without fathers, with no one to teach them how to be a man.Those things matter infinitely more than empty slogans. Perhaps you should rethink your priorities."
1989,@Curly Tells AMEN!!!
1990,@John Koenig only thing I forgot to add was BLACK LIVES MATTER 
1991,"@Curly Tells You misspelled ""realism""."
1992,Your racism is showing 
1993,First
1994,@Thomas More Dude why??
1995,First idiot
1996,"This is cool and all but as far as NBA/Football don’t act like your all that and say you could beat boogie one on one, also don’t be entitled by thinking you should earn as much as lebron or a max contract. The nba is the only reason why they haven’t been shut down 10 years ago.if you don’t bring in the money don’t act like you deserve it. Other than that hiccup it’s good to be confident and they can/do kill it in other sports"
1997,First
1998,"Warning  This comment section is beyond toxic/racist so just scroll back up if you don’t want your mood ruined. If you have nothing nice to say, don’t say it at all.We support Black Women around here. Hate has no place here."
1999,@Embrace Masculinity what truth? Black women in society are all viewed as ghetto loud and viewed at the bottom at the barrel. You always complain “ well white ppl are being uplifted” because there’s no reason to. Eurocentric beauty is the standard and yall are also the majority. People like you just love to think we just live in a post racist society when we don’t and we are far from it.
2000,"Labeling it with a buzzword is not a very good argument. What you’re seeing is the truth. The truth might be a little scary to you since you live in a bubble but it’s still the truth. I support everyone, but I don’t support black supremacy or reverse racism against whites (or just racism)."
2001,THANK YOU!
2002,Fourth
2003,Love Nike for supporting black culture
2004,"You've been brainwashed, my friend."
2005,loool.. You really think they support black culture lol? They only support your dollars $$$$$
2006,This is racist there was no one other than blacks
2007,"@Jayvion Leftwich Yeah, guess that was a slip up . Lmao "
2008,@Peter113 I don’t think I have seen an all white commercial I have also never seen a white history month or a race other than black
2009,Do you say the same in majority white commercials or is your bigotry just showing?
2010,cringe.
2011,I LOVE this commercial Edit Plz stop being negative in the comments. I just think this commercial is AMAZING because it is acknowledging under-represented black women in sports.
