,Index,comments,location,dislikes,likes
1675,1675,"@Paul Mollan Just curious, is that what happened when you tried it?  Because I found the song by playing this video on my iPad and using Shazam on my phone.   I guess it's hit or miss whether or not it picks it up.",chennai,71,64
1676,1676,@Two Pyramid BTW Shazam only recognizes the commercial not the tune within.,chennai,95,76
1677,1677,@Two Pyramid Thank you!!!  It was making me crazy!,bangalore,47,63
1678,1678,"Ramsey Lewis - Les FleurBy the way, if you like finding out about songs, give the Shazam app a try.",kolkata,31,43
1679,1679,Strong woman! STRONG BLACK WOMAN!,delhi,89,35
1680,1680,We play real. Real bad,bangalore,30,74
1681,1681,An ad nobody asked for from a company that makes it's products in China.,kolkata,30,15
1682,1682,"What is the original song playing in the background ? It’s. 70s song , I thought it was tina turner",mumbai,87,44
1683,1683,Man.... what's that song playing???,bangalore,96,42
1684,1684,What song is this? I’ve heard it before.. sounds like Dionne Warwick but I can’t place it. HELP! ,bangalore,42,61
1685,1685,Where are all Hispanics at we of color too,chennai,34,81
1686,1686,These comments tho.,mumbai,40,77
1687,1687,Based comments.,mumbai,61,36
1688,1688,Guess no other race of women matter compared to Nike ,delhi,66,85
1689,1689,I love the CCP!,kolkata,70,16
1690,1690,@Armed Disks am I wrong?,chennai,95,43
1691,1691,China is dope tho. They do what’s best for business,kolkata,32,11
1692,1692,cool,mumbai,28,57
1693,1693,So at what point have we worshipped them enough? Equal rights were achieved long ago. We had a black president. The demand for racism now GREATLY exceeds the supply.,chennai,56,81
1694,1694,"“You think history just made it self nah baby this ain’t magic this,this is the real thing” that’s sounds like someone who is strong and brave would say ",kolkata,34,96
1695,1695,"Black trans lives matter.. Give me a break.  This newage ""woke"", pc, corny society we live in is annoying. I bet there's knucklehead people out there who think trans athletes who were once men, should be able to compete against real women.",chennai,6,78
1696,1696,Don't buy nikes they fall apart or they just aren't what they used to be,kolkata,26,40
1697,1697,Un-be-weave-able.,kolkata,55,75
1698,1698,"The best player in the WNBA, player isn't t better than the worse male college basketball player",bangalore,69,92
1699,1699,"uh level the playing field for Asian Basketball players,for Jewish Hairbraidersfor more Mexican Running backs in football ,intergnder , MMA BOXING ,NFL",delhi,28,75
1700,1700,Yeah cause if there is one thing in sports is not enough black women,chennai,22,7
1701,1701,What's funny to me is most of the professional athletes are democratic and now women has to compete against men how did y'all look like y'all was government,mumbai,77,89
1702,1702,What song is in the background. Reminds me of the movie US,delhi,93,32
1703,1703,Minnie Riperton - “Les Fleurs”Played right before and into credits,mumbai,74,90
1704,1704,Not enough womxn representation,mumbai,39,48
1705,1705,Hope those kids in the camps in China play real,mumbai,52,80
1706,1706,U play real but women sports dont generate enough revenue to pay well then blame men wen its women that dont support women sports that are responsible for them not generating women support urself before u blame others,delhi,84,43
1707,1707,This vid has more dislikes than likes,bangalore,79,38
1708,1708,We play real.CRAPPY,delhi,78,23
1709,1709,Nice pandering,bangalore,73,25
1710,1710,How about not letting men play in women sports. Lmao.,delhi,82,58
1711,1711,Where is a video for all women? The day before international women's day let's post a video about black women... This is not inclusive.,delhi,54,88
1712,1712,Adda quickly finds out,delhi,98,99
1713,1713,I came here for the comments and I was not disappointed.,mumbai,42,89
1714,1714,"I thought women and blacks already fought for their rights decades ago? I don't know why I do, but I sense an entitled mentality behind this ad.",bangalore,79,99
1715,1715,"It’s funny how every commercial has to have a black person in it, it’s funny how all these companies are acting like they care about black peoples to make sales ! I stopped buying over priced Nike products years ago !",kolkata,52,82
1716,1716,"If the playing field were ever truly equal the WNBA wouldn't exist being that they don't, and have never, made a profit. It is financially supported by the NBA... If we are being completely honest you would be hard pressed to find a female league that is equal to, if not supported by, it's male counter part... Stop it Nike... ""Level playing fields"" would all but end professional women sports.",mumbai,16,55
1717,1717,Just black women......?,delhi,76,0
1718,1718,These comments are so racist it’s ridiculous. If you’re not standing with black women what did you even watch this video for??? Pls stay mad & we’ll stay magical ,chennai,94,92
1719,1719,"What a nice low IQ, where did you get it? ",chennai,77,10
1720,1720,"Careful, your insecurities are showing... ",delhi,69,32
1721,1721,@dev literally nothing but fan behavior!!,kolkata,49,71
1722,1722,Exactly. They hate black women but are the first ones commenting on the videos... fan behavior if you ask me lmao,kolkata,81,97
1723,1723,@Balkan babo @Sleepy Make sure you both wear your white hoods in public and not just in the YouTube comments ,kolkata,43,0
1724,1724,MMMMHMMM U TELL DEM SISTA WE IZZZ MAGIKALLLL OOOOH GIRL LET ME TELL YOUUU ,bangalore,5,84
1725,1725,It’s almost like big corporations actually don’t care about peoples problems or actual equality and are just worried about making money.,mumbai,21,79
1726,1726,I hate that my favorite Ramsey Lewis' song was used in this... smh,bangalore,58,32
1727,1727,"Black women are given the opportunity in the limelight. Plus, why not shine a light on the fact that you all paying Chinese people a penny a day for your shoes",delhi,50,59
1728,1728,Another reason I do no support Nike.,kolkata,61,12
1729,1729,Talk to your buddy Biden about level playing fields.,delhi,63,28
1730,1730,Why are they saying level the playing field. 95% of the WNBA is black. The playing field needs to be leveled for other races.,chennai,33,3
1731,1731,@Camille Fajardo It took me a while to figure it out too. Was bugging me!,bangalore,47,44
1732,1732,U are literally the best!!! That little tune was stuck in my head and I’ve been searching everywhere for the name. Ur a god send),delhi,47,59
1733,1733,That __ thing. Thousand likes and I’ll fill in the blank,bangalore,11,1
1734,1734,Do you sell mens shoes?,chennai,98,93
1735,1735,Haha!! What nonsense. Who the the hell wears Nikes besides “peaceful protesters”.,mumbai,58,28
1736,1736,I wonder what the real ratio is. 11M views but only 7K reacts? Yeah right......,bangalore,90,95
1737,1737,When Nike supported Colin is that what pissed you people off. Stop complaining,kolkata,18,18
1738,1738,Are you all worried about the sweatshops that you keep speaking of when you buy your new pair of Jordans? Smh. I just think people are made that Joke is acknowledging these women in a positive manner. Very few people/organizations show black women in a positive light. Smh.,delhi,53,86
1739,1739,"Nice low IQ by the way, where did you get it? ",kolkata,88,8
1740,1740,Nike hires africans for their commercials because the job doesn't require thinking ,chennai,64,48
1741,1741,"China is known for human rights violations. Black peoples in America are fine. Stop complaining, that or go to Africa and see how they treat you there",delhi,79,68
1742,1742,Get out of Lala Land Nike. Just make shoes nobody asked for your beliefs.,delhi,45,21
1743,1743,Does anyone know who is the woman narrating this? Her voice is so beautiful.,chennai,79,29
1744,1744,A low-key mockery of black women !!!,mumbai,76,22
1745,1745,All y’all sayin sweat shop shoes but y’all know u got a pair of nikes at the crib. And ur just saying negative stuff just to cause problems. Do u really look at a shoe and say a Chinese sweat shop worker made that? Or do u buy it without making a second thought? Either way I doesn’t matter.,chennai,78,13
1746,1746,"I hate that nike approves of cultural appropriations...name me one black sport we still play today? Thats right, zero.",chennai,91,91
1747,1747,People having sympathy for China yet they the same ones who tried to blame blacks for covid and kept them out of business and beat them. But y’all worried about them making shoes while y’all wearing clothing from companies where the clothes were made in China or Vietnam under the same conditions? Get y’all priorities right,delhi,16,96
1748,1748,Genuinely disgusting.,kolkata,12,91
1749,1749,"Wow, it's funny because YouTube comments never cease to disappointment and amaze me, whether it be racism, sexism, homophobia, transphobia or anti semitism.  It's always somehow there and albeit sad it's entertaining to read the ramblings of hateful people",chennai,75,31
1750,1750,"Oh crap, we got a live one here.",bangalore,71,25
1751,1751,Pardon me if I don’t give a $&@% about your approbation of my view regarding Nike’s absurd attempt at virtue signaling about “leveling the playing field” when they’re siding with an agenda that allows biological males to dominate women’s sports.,kolkata,73,46
1752,1752,"@Bill Kekler I mean that's because inclusive and ads that show support generate the best pr. You do realize that corporations only care about money right?  Like they don't actually care either way about people.  It's just that we now live in a society where people like the idea of people being treated equal. As for the media, they just like sensationalism and division but they don't care either..However judging by your profile picture and comment, I have a feeling that you think this is all about a big agenda created by group j to take down group w right?  And one of the ways they do that is through feminism and the LGBTQ+?",delhi,19,33
1753,1753,@TCT I know what it means but I don't see how it's something you criticized me over?,bangalore,88,46
1754,1754,"@ACE CLOP They get this pandering all year. It was also America that freed them. Historically blacks have never been better. They have every big corporation, all media, and the mentality unhinged behind them all because they are 'oppressed'.",kolkata,94,31
1755,1755,@xoxo That's not how that works but ok,delhi,39,32
1756,1756,@Bill Kekler That's mainly because historical in America they haven't been treated the best and you can call this type of ad cringey pandering but it's not exclusive because it's not putting anyone down it's just giving praise to an underrepresented minority during women's history Month,mumbai,31,67
1757,1757,@TCT What does that mean?,delhi,47,13
1758,1758,@ACE CLOP you are a child and you don’t realize that allowing men in womens sports destroys the entire point of womens sports. I’m not going to argue with a child because clearly you’re under the delusion of wokeism. I hope you grow up and grow some brain cells while you’re at it.,kolkata,93,70
1759,1759,"@ACE CLOP This isn't inclusivity. This is black superiority. I don't see any other race, be it Irish, Russian, or Korean. There is a complete lack in diversity and inclusion in all media.",kolkata,32,3
1760,1760,"@xoxo I mean, I'm pretty sure most people don't care one way or another however the only people who take offense and get triggered over it are people who were already hateful.  Like most normal people will look at this and think &quot; That's kool, I guess &quot; and then go on about their day however the people who get mad over this and then go out of their way to complain about how society is changing are the people who too invested. Also ironically enough these types of comments are the reason for these commercials in the first place. I mean, I'm not really sure what your problem with inclusivitiy is though?",bangalore,27,76
1761,1761,"Maybe it’s because all of you snowflakes don’t live in the real world, and if you did youd realize that NO ONE SUPPORTS THIS, except for the twitter echo chamber of “all inclusitivioty” until it means there’s only one group left.",kolkata,22,34
1762,1762,Just here to give my thumbs down,mumbai,90,54
1763,1763,What about China?,bangalore,44,19
1764,1764,CRINGE,kolkata,3,54
1765,1765,whether your white black green red orange yellowwe can all agree this commercial sucks,delhi,15,21
1766,1766,How about no thanks,mumbai,4,60
1767,1767,You also play Chinese sweatshop simulator,bangalore,50,36
1768,1768,Why y'all put the WNBA in here... deadass ..,chennai,62,84
1769,1769,To show how “woke” they are.,bangalore,56,46
1770,1770,Wait till the men show up! Thanks creepy JOE!,bangalore,89,69
1771,1771,Jesus loves everyone,mumbai,28,10
1772,1772,When is that Uighur commercial gonna drop?,chennai,6,32
1773,1773,LOL the dislikes,delhi,42,8
1774,1774,I think Martin Luther King would be disappointed,delhi,9,71
1775,1775,"Nike is literally one of the worst companies out there for human rights, but ok.",kolkata,8,69
1776,1776,Scroo Nike and child labor,delhi,41,83
1777,1777,Born male,bangalore,31,4
1778,1778,This is racist where is asian and white players at ?,kolkata,25,83
1779,1779,"Naomi Osaka is asian well half, but shes definitely not black.",bangalore,34,89
1780,1780,@James Jones ancient Egyptians were not white.,chennai,73,1
1781,1781,@Juice J How do you know I was born in the wrong era? And how do you know this is a good era ?,mumbai,58,85
1782,1782,@Duka & Gjini Which is why I didn't use the term race goofball !! I specifically said ethnicities which would refer to the far more abundant ethnic groups tht are in this world.,mumbai,31,55
1783,1783,@J A B I only know three races white black and Asian that exist in this world and we have two genders male and female,kolkata,4,76
1784,1784,Are those the only other 2 ethnicities tht make up this planet?? Like why does everybody keep saying tht?,mumbai,70,17
1785,1785,They only want to promote the transgender narrative to the black population. That's what this was really about.,bangalore,71,53
1786,1786,So black women can’t have the spotlight for once,delhi,55,48
1787,1787,@James Jones didn't White's take a whole Black Continent for themselves? Or how about Apartheid in South Africa.. ,kolkata,52,27
1788,1788,"@bo gard yep, black Egyptians used slaves to build the pyramids.",mumbai,28,40
1789,1789,"Lmao so blks cant have 1 commercial in America? Y'all whitewashed everything. I've seen movies about Egypt starring white ppl. Or how about white Jesus? ""How dare they make 1 commercial celebrating blk women, now back to my all white commercials""",delhi,3,42
1790,1790,fo years whites females got praise for black females work.. begolli u was just Born in the wrong era ,mumbai,55,5
1791,1791,@Evan Petelle They have succeeded tho.,delhi,31,10
1792,1792,"@Dogmeat oh I forgot, I’ve never seen a black female athlete succeed Gtfo & stop taking the bait that is division.",delhi,24,89
1793,1793,In the spotlight already,bangalore,7,7
1794,1794,Kneel b4 us white people,kolkata,70,24
1795,1795,"If this is for Black Woman, why is there a man in this commercial competing?  HE is destroying all of the WOMAN in the event, yup that's fair! 0025",chennai,35,47
1796,1796,What song is this,kolkata,98,3
1797,1797,That racial fetishism is absolute cringe,mumbai,69,99
1798,1798,No one This comment section How about those Chinese sweatshops Nike?,chennai,33,57
1799,1799,"@Succaroni and Cheese, no one asked for your comment.",mumbai,91,54
1800,1800,@ShadowReaper2006 Here’s one for you No one asked for your opinion,delhi,70,40
1801,1801,The “No one” in memes is useless.,bangalore,77,9
1802,1802,What about the sweat shops this ad is a joke,delhi,39,75
1803,1803,Comments open. Just. Do. It....,delhi,47,68
1804,1804,These slogans don't mean anything .,bangalore,62,49
1805,1805,You missed bhm,delhi,77,34
1806,1806,Trans women....reversing all that progress for biological women.,kolkata,0,0
1807,1807,Sweat factory!! Never buy,bangalore,85,68
1808,1808,More dislikes than likes... hmmm... I wonder who is behind this ad...,kolkata,14,85
1809,1809,y'all are mean for no reason,mumbai,0,20
1810,1810,@jupiter ...because Nike has back an agenda of letting biological male dominate women’s sports.  This is the opposite of “leveling the playing field”.,mumbai,76,13
1811,1811,@Embrace Masculinity I know it isn't rainbows and shine but why are they being so hateful on this video in particular.,chennai,11,99
1812,1812,"It’s not being mean, it’s telling the truth. Life isn’t sunshine and rainbows, honey.",chennai,36,28
1813,1813,"If you could magically make things float, maybe we’d see more dunking in the WNBA...",delhi,87,80
1814,1814,"How do you level the playing field for women if Men can compete against women ,in women’s sports now? Also I didn’t know that blacks were the only people that played sports?? Rascist commercial if I’ve ever seen one",bangalore,36,76
1815,1815,@matthew price yes we did black women used to not be able to play sports,mumbai,53,65
1816,1816,"@cyberbutterfly Ppppffffttt That is how you're going to start a conversation, with the pathetic race card? Truly you feel entitled. Carry on..",chennai,12,42
1817,1817,"""Blacks"" you mean black people we are people that's how I know your racist right there you mind as well have said a slur",mumbai,23,77
1818,1818,@PraiseTheAlmightyGod are you racist you seem to be against anything about black people,chennai,12,80
1819,1819,@J A B it’s March now,mumbai,82,39
1820,1820,@bo gard Giving anyone praises in general is disgusting. Especially to people that beg to be pandered too.Nice try on using religion for bait though. Extremely pathetic to bring it to any conversation.,chennai,21,2
1821,1821,@PraiseTheAlmightyGod lmao so giving blk women praise is disgusting? That's so Christian of you,mumbai,82,72
1822,1822,@J A B  https//youtu.be/M5uYCWVfuPQYou you like oppressing women. Hahahahahahahaha!!!!,chennai,92,60
1823,1823,@PraiseTheAlmightyGod Thxxx have a nice daaaayy !!,bangalore,37,88
1824,1824,"Well ig ""good day"" to everyone in the comment section !!!!!",kolkata,99,13
1825,1825,@J A B Robot,delhi,5,53
1826,1826,@PraiseTheAlmightyGod !!!,mumbai,61,55
1827,1827,@PraiseTheAlmightyGod N just for the record you brought yourself here when you felt the need to make the initial comment tht started this js...  But convo over ig.,bangalore,26,29
1828,1828,"@J A B Disgusting pandering. Done here, good day.",bangalore,78,87
1829,1829,@PraiseTheAlmightyGod But you can reply to others?? Okay .,mumbai,7,54
1830,1830,@PraiseTheAlmightyGod Oh...,bangalore,99,0
1831,1831,@matthew price And are we talking about who made AMERICA or those who had an impact (significantly)??,mumbai,63,97
1832,1832,"@via shaw Don't reply to me, and don't bring me back to this video ever again. This disgusting pandering has to stop one day.",chennai,90,93
1833,1833,@PraiseTheAlmightyGod I just don't understand your point is all !! BUUUUT I'm pretty sure what I just did there was make an opinionated statement which you were also quick to judge/ add your 2 cents ... The hypocrisy !!,delhi,84,70
1834,1834,@J A B they didn’t change the game America was built on the backs of rich white men such as our president.,bangalore,99,5
1835,1835,@PraiseTheAlmightyGod you too,bangalore,97,78
1836,1836,"@J A B Are you a robot, you seem to be really against people opinions on how they feel about this pandering.",chennai,80,66
1837,1837,Ever heard of Black History Month?? Literacy JUST passed... Tht whooole month ppl usually see commercials n other things JUST like THIS!! Ig it's not in season anymore to pay respect to some of the African American ppl who changed the game smh kmsl .,delhi,31,78
1838,1838,May get a gift Its gonna be my birthday also I can be your Turkey Model,delhi,47,15
1839,1839,We have went so Woke that these feminists athletes are now posting pictures of their period on their Instagram stories,chennai,81,53
1840,1840,Western civilization is dead.,delhi,29,69
1841,1841,Omg you human beings in the comments section are pitiful. Y’all really know how to make a negative from a positive  there’s no hope for you,bangalore,44,9
1842,1842,"What a nice low IQ, where did you get it",delhi,21,30
1843,1843,004 you'll float too,chennai,29,28
1844,1844,What’s the name of the song?,bangalore,28,52
1845,1845,Might recognize it from the end of “US.” Took me about an hour before finding it lol,bangalore,80,4
1846,1846,Where are the men? Do you hate them?,bangalore,60,39
1847,1847,WE PLAY REAL..... BORINGLY and SLOW and STIFF,bangalore,10,81
1848,1848,Who is the women at 035,chennai,86,72
1849,1849,Jesus and God is alive and love you repent,mumbai,87,75
1850,1850,Jesus and God is alive and love you repent,chennai,53,32
1851,1851,New Balance is better anyway,bangalore,3,82
1852,1852,I came here for the comments,delhi,18,27
1853,1853,New Nike stuff that is Dry?  https//www.youtube.com/watch?v=mJiEEXyzlH8,mumbai,73,64
1854,1854,Blacks everywhere....over exactraction,chennai,7,76
1855,1855,"The only way to Heaven is to be born again by saying out loud &quot;Jesus is Lord&quot; and believing in ur heart that God rose Him from the dead then you must live for Him i suggest getting baptized, repenting(asking for forgiveness of your sins and making a radical turn from ur sin), fasting (doesnt have to be from food), evangelizing(spreading the Gospel), praying, and reading the Bible. God and Jesus love all of you hmu with any questions have a good day God bless good works dont get u to Heaven God's grace does John 316Colossians 26Romans 109",delhi,38,96
1856,1856,Nike is complete trash,mumbai,77,9
1857,1857,Did everyone just come here to talk about Chinese kids? Bruh y’all missing the point of the video smh,mumbai,78,69
1858,1858,In my opinion only woman’s Tennis is the only sustainable woman’s sport that can bank roll itself. The MLB didn’t want to have to pay for another league to stay afloat so that’s why there’s no WMLB,chennai,91,25
1859,1859,JB46 just ruined women’s sports but you all voted for that Progress. Ironic,mumbai,23,54
1860,1860,045 thats a man in a wig,chennai,22,4
1861,1861,Can we stop the period pictures on your guy’s instagrams it’s getting disgusting,mumbai,8,33
1862,1862,"@hiolivia it’s disgusting people are making memes all about it, like we get your a woman but nobody wants to see that",chennai,90,11
1863,1863,she that female throw up the devil horns 17 sec,mumbai,62,71
1864,1864,No thanks.,chennai,65,54
1865,1865,"l could be wrong, but don’t African Americans make up the majority of professional sports? I’ve also heard Nike uses sweatshops but I haven’t looked into they",chennai,55,91
1866,1866,CHINA,kolkata,62,39
1867,1867,"Black and and white people are the same, stop trying to divide.",chennai,63,69
1868,1868,Are you telling me my children aren't competitive on their own and they need the field leveled for them? So disrespectful.,kolkata,89,95
1869,1869,Surprised they didn't disable comments...,chennai,61,70
1870,1870,They surely will soon enough.,delhi,66,73
1871,1871,Woman moment....,bangalore,36,65
1872,1872,Block block and block block and report,kolkata,51,34
1873,1873,God they are least attractive group ever,bangalore,11,88
1874,1874,Every black male I know have one thing in common.... their girlfriend isn't black.,delhi,68,5
1875,1875,So 1 blk man? Didn't know he represents all blks,mumbai,21,33
1876,1876,Is that a dude at 026??,bangalore,65,19
1877,1877,@J A B and as you see it’s still nit even close in the race.  When a man goes through puberty it’s never even close to the same thing.  Bone density skeletal muscle is way higher.  And their levels of Test is stil more than 5X the average. Eventually there will be entire teams of these and not a real woman in sight.  If the imagery switch does level the playing field the why are there NO woman-men winning sports?  It’s insane to think this is ok,bangalore,41,15
1878,1878,"@Flo- Pride She actually got a procedure done to lower her testosterone levels below what a Male typically has and was actually doing not as well bc of it.. Quite a few ppl like her have done the same or just retired all together, but it's whatever... You all have a GREAT night !!",mumbai,72,62
1879,1879,@Gaming_SportsAaron 13 nope it’s a dude. Growing your hair out doesn’t make you a chick.,mumbai,26,77
1880,1880,"@J A B No, it’s still a Dude.  DNA says different.  “HE” and others will be the destruction of women sports. Look at how far he is from the real women.",kolkata,57,69
1881,1881,@Flo- Pride no it’s a girl you see the hair in the back yea it’s a girl they don’t have to always look like a girl by their breast ok.,chennai,45,89
1882,1882,@Flo- Pride Okay so it's actually Caster Semenya.. Who transitioned from Male to FEMALE sooo technically speaking she is indeed a Woman not a Dude.,chennai,13,4
1883,1883,@Flo- Pride I still don't think it's a guy tho ...,mumbai,29,73
1884,1884,"@Flo- Pride I jus knew tht they mentioned she'd been part of the making of the whole ""We Play Real"" thing so I just assumed it must be her, but tht clip in the vid is def way older & def isn't heeeerrr .. Whoops !!",chennai,46,95
1885,1885,Nvm that's DEFINITELY not heeerrr !!! I'm tweeeeaaking .. Well pal you tell me!,kolkata,42,67
1886,1886,@Flo- Pride I'm pretty sure it's Sha'Carri Richardson.. I think .,kolkata,95,83
1887,1887,@J A B who is that then?,mumbai,32,98
1888,1888,He probably just joined the women’s team so now he’s considered a woman. That’s how messed up our country is,bangalore,76,69
1889,1889,I thought so too,chennai,51,67
1890,1890,Wouldn’t be surprised at this point. That’s sad for me to say.,chennai,25,56
1891,1891,Thash ,bangalore,51,73
1892,1892,nah wtf is this comment section,bangalore,91,96
1893,1893,It is called cynicism.,mumbai,67,97
1894,1894,@Peter113 he's telling it how it is right now smartass,mumbai,8,13
1895,1895,@Embrace Masculinity FIRST THEY CAME By Martin NiemöllerFirst they came for the Communists And I did not speak outBecause I was not a Communist Then they came for the Socialists And I did not speak outBecause I was not a SocialistThen they came for the trade unionists And I did not speak outBecause I was not a trade unionist Then they came for the JewsAnd I did not speak outBecause I was not a JewThen they came for meAnd there was no one leftTo speak out for me.,bangalore,44,27
1896,1896,"@Embrace Masculinity What do you mean by “now it’s against white people”. Are you implying racism was only acceptable when it was against a certain race? Racism is bad period. You shouldn’t only care about racism when it’s effecting your own kind. You’re part of the problem. Keep that same energy when people are disrespecting Asians, Natives, Blacks, etc.. and maybe more people will show you some damn consideration. Who the hell do you think you’re? Why are you entitled to more thought compassion than everyone else?",bangalore,27,42
1897,1897,"@Peter113 No you’re right. Racism does exist, but not against black people, it’s now against white people.",bangalore,89,72
1898,1898,"It’s full of truth, that’s what it is. You’ve been living in a bubble for so long that you’re scared of opposing opinions.",chennai,81,89
1899,1899,@bo gard And people still claim racism doesn’t exist!!,chennai,55,6
1900,1900,No fr this is so racist,chennai,8,7
1901,1901,You mean no White people ;),mumbai,71,40
1902,1902,Yo February is already over,mumbai,47,25
1903,1903,@J A B LMAO AND YOU OVER HERE NOW CRYING ABOUT A DAY LMAOOOO,mumbai,11,26
1904,1904,"@J A B Columbus was one of many conquistadors of that time. No country exists today that was not taken over by use of excessive force. If we had not expanded west than someone else would of, most likely Spain. Spain would have done the exact same thing if not worse. The west has created most of the modern technology we use today, besides from Germany.... they can be innovative. I celebrate Columbus Day because without him America wouldn’t have existed. He was a tough guy and he stood his ground on a land full of savages. If you think you can go back in time and tell him he was racial profiling then your an idiot.",bangalore,45,18
1905,1905,@Dogmeat Or do they ever think about how Blk History Month is the shortest month in the year??,delhi,12,46
1906,1906,"@1911 And what about the story behind Thanksgiving? Everyone keeps bragging about how white ppl built America & hard work pays off, but what about the ppl tht actually did the hard work? Slaves & ppl native to said land tht white ppl ""built"".. Js...",bangalore,4,16
1907,1907,@Dogmeat What about the Irish treatment in New York or how New Yorkers actively discriminated against Israelites?,chennai,9,13
1908,1908,@1911 And when did I eeever state tht blk ppl couldn't celebrate Xmas or any other holiday?,bangalore,20,8
1909,1909,@1911 Columbus?,kolkata,21,52
1910,1910,@Gaming_SportsAaron 13 white people have a year? Wtf are you talking about. The way it IS is every month is normal except for February when you get your recognition that you apparently want and need so desperately and blm ooohhh yayyy burn loot destroy good yes,kolkata,42,32
1911,1911,@J A B Yeah yeah yeah white privileged my ass. Being white hasn’t done a damn thing for me. Wdym white people have holidays year round? Black people cant celebrate Christmas now?,kolkata,69,36
1912,1912,@Mike J Tht's ppl's problem they wanna confine Black recognition to one month!! Did anybody care to realize that Black History Month is the shortest month out of the whoooole year??? Like Black ppl can't have too much shine bc that's a problem even tho society/the white man has suppressed them for years?,bangalore,17,32
1913,1913,@1911 Schools teaching about Black History is coming to be less heard of in recent years.. I for one can say tht when I was in school the most we heard about black history was during slavery.,delhi,89,44
1914,1914,@1911 White ppl have holidays year round AND white privilege what more is there to give?,bangalore,95,45
1915,1915,"@1911 These fools will never get it.. No point in even trying lol.. its funny and pathetic, though",bangalore,46,62
1916,1916,@Voxy Blog Do we praise George Washington for leading our county though the revolution or do we praise him because he is white? Now do we praise George Floyd for putting a gun to a woman’s unborn child or do we praise him because he’s black?,delhi,71,8
1917,1917,@1911 “white history month” is like everyday every year learn it in school more than anything else YALL literally get praised like black women have a moment then it’ll be back to y’all damn,chennai,52,78
1918,1918,"@Dogmeat Really? They only teach about white people? That’s a load of garbage, schools teach about African Americans during the revolution, civil war, they learn about MLK, Langston Hughes, the Harlem renaissance, and figures like Harriet Tubman ext. I watched Glory when I was in history class, the movie about a black regiment during the civil war. Schools should teach kids about important figures in general. They have been though recently in this new revolution of wokeness we separate black history from white history and we divide ourselves even if the goal is too unite. Morgan freeman said it best black history is American history, and schools are not teaching their kids about Thomas Jefferson just because he is white.",delhi,39,93
1919,1919,@Mike J white people don’t have a month they have a year and us black people only have a month,delhi,20,28
1920,1920,@Mike J why are you so racist,mumbai,51,40
1921,1921,And black history is all year blm ,kolkata,97,15
1922,1922,"@via shaw No they certainly didn't. That was white people, y'all are just envious of us because we went to wars and died to make this country. None of the founding fathers or pioneers were black.",mumbai,47,70
1923,1923,@1911 white history month is literally every month. In school they teach you about white people every day. You ever think about that?,delhi,15,3
1924,1924,"@via shaw Can we have a white history month to give recognition to the white people who built this country? Oh we can’t, because that would be racist. See the irony here?",delhi,69,98
1925,1925,"@J A B thats all, folks!",mumbai,55,68
1926,1926,@via shaw you did..ya month is over now..foh,kolkata,30,97
1927,1927,And? Valck people built this country we can have some recognition,bangalore,51,8
1928,1928,THIS AD IS RACIST!,mumbai,29,80
1929,1929,Very racist,kolkata,78,86
1930,1930,Black black black black black......stop with the victimhood mentality,delhi,47,54
1931,1931,@draft kingo it's annoying to see black people constantly acting like helpless victims. Poisoned culture,mumbai,41,67
1932,1932,awww someone mad,chennai,91,21
1933,1933,Black people live in their own la la land,mumbai,43,11
1934,1934,Spot on,delhi,70,8
1935,1935,"@Ready set React thats because half of the white race believes in white guilt which is pathetic. It goes deeper than the ""media"" the root cause is ""education"" mainly ""public education""",delhi,99,86
1936,1936,@Ooga Booga there are also a good amount of white blm supporters. They are just mislead by the media,delhi,98,32
1937,1937,@Ready set React which is still the majority of their race soo....,mumbai,91,94
1938,1938,"Not all black people, only Black Lives Matter supporters",delhi,32,44
1939,1939,What about a white Nike commercial?,bangalore,32,97
1940,1940,Pandering and presumptuous,kolkata,51,34
1941,1941,Mighty pup toys video,kolkata,88,87
1942,1942,These comments are all hate Nike it’s not to late to delete this shitpost,mumbai,44,51
1943,1943,"The racism in the comment section, the passive aggression towards REAL representation just shows why we need stuff like this. I cried when i first saw this commercial and i knew that there would be backlash like this. Also, y'all don't care about the injustices happening in foreign countries, if you did you would be striking these big corporations for those reasons not because they have black people and women in their commercials.",chennai,91,88
1944,1944,Who is the soccer player they show doing the fake.,bangalore,47,26
1945,1945,Way to put every other race down lol,delhi,89,54
1946,1946,"@cyberbutterfly Blind sheep, stay separating us lol",delhi,36,95
1947,1947,I literally just say an ad for a Clorox commercial with an Asian man and said the same thing!! Like so racist ,mumbai,85,0
1948,1948,Explain how-,bangalore,81,67
1949,1949,"""How dare they make 1 commercial celebrating blk women? Now back to my all white commercials"" lmao",mumbai,38,73
1950,1950,How is this putting them down literally just say you hate black women,delhi,3,81
1951,1951,Nike is trash! Adidas is better,mumbai,73,43
1952,1952,Kb on the,kolkata,38,11
1953,1953,Nike is the worst ever,chennai,84,80
1954,1954,This is racist,mumbai,28,51
1955,1955,@Bill Kekler But does tht make it racist?? It's just showcasing the achievements of African American ppl just as other commercials/ads do for other races..  And it was just Black History Month so maybe something to do w/ tht.,mumbai,6,14
1956,1956,@Bill Kekler Fix black ppl's problems 4 them how?,chennai,99,71
1957,1957,@Bill Kekler Other way around pal -_- ..,mumbai,69,13
